Configuration,Focus_Concentration,SNR_dB,Signal_Power,Noise_Power,Contrast_Ratio,Combined_Score
L4_M2_1550nm,0.4665874797928462,29.194248,0.48965997,0.000589481,830.6629,0.7332937398964231
L1_M3_1550nm,0.49385909122791727,26.954094,0.20300522,0.000409353,495.91727,0.7469295456139586
L4_M1_1550nm,0.5589485126101964,24.218313,0.1308672,0.00049544964,264.13824,0.7794742563050983
L2_M2_1550nm,0.5965975164418215,30.893251,0.4566826,0.00037178284,1228.3585,0.7982987582209107
L3_M3_1550nm,0.7614926393303204,25.645672,0.23164798,0.00063133717,366.91644,0.8807463196651601
L3_M1_1550nm,0.40161173635673764,23.930775,0.11157639,0.0004513308,247.21645,0.7008058681783689
L1_M1_1550nm,0.3793751248736315,22.813068,0.095740914,0.00050094596,191.12024,0.6896875624368157
L5_M2_1550nm,0.549165036037232,27.903013,0.39652178,0.00064263697,617.023,0.774582518018616
L5_M1_1550nm,0.5981942608692515,23.729614,0.13200217,0.00055926736,236.02696,0.7990971304346257
L1_M2_1550nm,0.6189859819273485,28.640757,0.3644507,0.00049838284,731.26654,0.8094929909636743
L4_M3_1550nm,0.799989076612277,27.544222,0.3674698,0.00064684375,568.0967,0.8999945383061385
L2_M1_1550nm,0.27512418671203404,23.75125,0.07303987,0.00030791803,237.20555,0.637562093356017
L2_M3_1550nm,0.7197177376086941,29.296135,0.3479055,0.00040911726,850.38086,0.859858868804347
L3_M2_1550nm,0.5985952452360501,29.758335,0.43634534,0.00046131422,945.87445,0.7992976226180251
L5_M3_1550nm,0.652522467594127,24.9034,0.23626132,0.00076392846,309.2715,0.8262612337970635
