,Mode1,Mode2,Mode3
1310nm-Det1,0.6233892062914381,0.05264005192328735,0.049212170011365027
1310nm-Det2,0.09161774579653637,0.7198149594862986,0.0677810280099316
1310nm-Det3,0.06267408316963075,0.056046847148818316,0.702790914880798
1550nm-Det1,0.07118153065589897,0.0547005116921105,0.060359219899618115
1550nm-Det2,0.08326911189447585,0.06270223516779928,0.05930847508234999
1550nm-Det3,0.0678683221920199,0.054095394581685954,0.06054819211593726
