,Mode1,Mode2,Mode3
1310nm-Det1,0.05859754936005022,0.04487223177305493,0.034638929196268514
1310nm-Det2,0.19878893413373602,0.19329239263512088,0.12619952094932124
1310nm-Det3,0.12014598790881657,0.055334513243050304,0.11593237868395716
1550nm-Det1,0.24245920709477828,0.035394472854657216,0.0738711979713616
1550nm-Det2,0.2797253581179644,0.6102854877567415,0.1196728485816083
1550nm-Det3,0.10028296338465449,0.060820901737375165,0.5296851246174832
