,Mode1,Mode2,Mode3
1310nm-Det1,0.09704335076725716,0.06244508220243177,0.10600230982186475
1310nm-Det2,0.14114878255261265,0.5134789104144222,0.16456257498849353
1310nm-Det3,0.18645400345606863,0.052383264631855386,0.12750278996943407
1550nm-Det1,0.1619928444598436,0.10023005265125814,0.10610426563105546
1550nm-Det2,0.20719747775764322,0.1987275217407412,0.12235993713006792
1550nm-Det3,0.20616354100657475,0.0727351683592913,0.3734681224590843
