,Mode1,Mode2,Mode3
1310nm-Det1,0.05364991406157483,0.010746313223054929,0.020953002959020698
1310nm-Det2,0.17543234095491433,0.2261652407283881,0.15643665277907792
1310nm-Det3,0.10544717476921044,0.10253006526418651,0.0977960256766649
1550nm-Det1,0.15530434605695406,0.032489092685304956,0.03590080053132511
1550nm-Det2,0.299524589890707,0.6001958439994551,0.07264717565069477
1550nm-Det3,0.21064163426663934,0.027873444099610387,0.6162663424032165
