,Mode1,Mode2,Mode3
Detector1,0.49501974968406215,0.00937131175011247,0.006434777575695656
Detector2,0.41494331752016217,0.9767308266138951,0.012877793911038318
Detector3,0.09003693279577567,0.01389786163599243,0.9806874285132661
