,Mode1,Mode2,Mode3
Detector1,0.5845976122395609,0.010270659639579951,0.009710430702123926
Detector2,0.20675871127214926,0.9758097646775918,0.020938762706771568
Detector3,0.20864367648828985,0.013919575682828172,0.9693508065911045
