,Mode1,Mode2,Mode3
Detector1,0.20384230549179883,0.01855295161352566,0.2070303361340924
Detector2,0.7085875759874739,0.9731634636242532,0.4845580153239713
Detector3,0.0875701185207273,0.008283584762221121,0.3084116485419363
