,Mode1,Mode2,Mode3
Detector1,0.4787141316931814,0.008946074000317232,0.029668783732383252
Detector2,0.3599747888773744,0.9745650641288374,0.03374370723781506
Detector3,0.1613110794294442,0.01648886187084544,0.9365875090298017
