,Mode1,Mode2,Mode3
Detector1,0.8960815534845455,0.007361035515976241,0.010609301547423794
Detector2,0.05876466665210634,0.9850482078011297,0.007603274618230489
Detector3,0.04515377986334808,0.00759075668289407,0.9817874238343457
