,Mode1,Mode2,Mode3
Detector1,0.961899511782994,0.02281060061214011,0.019902887080482434
Detector2,0.020347538346222313,0.9641420419504416,0.020552884733469237
Detector3,0.01775294987078362,0.013047357437418312,0.9595442281860483
