,Mode1,Mode2,Mode3
Detector1,0.20337253639087016,0.0628721956176745,0.031415262236196465
Detector2,0.3279230468179827,0.7922644195655849,0.114749181008094
Detector3,0.46870441679114716,0.14486338481674055,0.8538355567557095
