,Mode1,Mode2,Mode3
Detector1,0.5708232639878364,0.027909513196520404,0.03429771298488493
Detector2,0.22136302569208097,0.9408314502891906,0.02308818580389848
Detector3,0.20781371032008256,0.03125903651428906,0.9426141012112166
