,Mode1,Mode2,Mode3
Detector1,0.833781152769263,0.018629855853999292,0.01924123591978637
Detector2,0.07721863021635346,0.968401648148696,0.02465560567031214
Detector3,0.08900021701438347,0.012968495997304725,0.9561031584099015
